candidate_pool_size,constrained_pool_size,jaccard_threshold,k,model,raw_median_score,constrained_median_score,raw_median_jaccard,constrained_median_jaccard,top20_overlap
4536,3880,0.4,3,"Configuration G, ampmodel_single_1280d",0.99435272,0.99427756,0.18350168,0.11442006,16
